Symbol,LTP,BidPrice,BidQty,AskPrice,AskQty,TotalBuyQty,TotalSellQty,LiquidityScore,SMMA20,SMMA120,Signal,Current_LTQ,LTQ_2min_avg,LTQ_5min_avg,LTQ_Spike_Ratio,ETQ_5min,ETQ_20min,ETQ_60min,Average_LTP_20min,Average_LTP_60min,BidAsk_Imbalance,Volume,Return_1,Return_5,ML_Probability,ML_Confidence,ML_Decision,AI_Reason,base_symbol,token,symbol,name,exch_seg
NSE:ALPHA-EQ,54.35,54.31,100,54.35,11396,1549958,995665,2545623,54.26,53.89,NONE,123,123.0,123.0,1.0,123,123,123,54.35,54.35,-0.9826,680192,0,0,0.2389,23.89,AVOID,No new SMMA crossover,ALPHA,7412,ALPHA-EQ,ALPHA,NSE
NSE:GTPL-EQ,54.16,54.01,24,54.15,800,120764,139996,260760,53.87,56.34,NONE,54,54.0,54.0,1.0,54,54,54,54.16,54.16,-0.9417,70727,0,0,0.4165,41.65,AVOID,No new SMMA crossover,GTPL,21195,GTPL-EQ,GTPL,NSE
NSE:BLKASHYAP-EQ,53.7,53.7,1436,53.77,370,92232,125271,217503,53.87,54.58,NONE,200,200.0,200.0,1.0,200,200,200,53.7,53.7,0.5903,67669,0,0,0.3075,30.75,AVOID,No new SMMA crossover,BLKASHYAP,13290,BLKASHYAP-EQ,BLKASHYAP,NSE
NSE:ASIANTILES-EQ,53.5,53.45,581,53.52,111,249852,358758,608610,53.35,54.06,NONE,50,50.0,50.0,1.0,50,50,50,53.5,53.5,0.6792,2483453,0,0,0.228,22.8,AVOID,No new SMMA crossover,ASIANTILES,14889,ASIANTILES-EQ,ASIANTILES,NSE
NSE:MOCAPITAL-EQ,53.39,53.35,661,53.39,170,1344466,1110802,2455268,53.41,53.21,NONE,47,47.0,47.0,1.0,47,47,47,53.39,53.39,0.5909,393645,0,0,0.4364,43.64,AVOID,No new SMMA crossover,MOCAPITAL,30065,MOCAPITAL-EQ,MOCAPITAL,NSE
NSE:MIDSMALL-EQ,52.32,52.3,10000,52.33,7642,781676,673415,1455091,52.35,52.21,NONE,1911,1911.0,1911.0,1.0,1911,1911,1911,52.32,52.32,0.1337,155740,0,0,0.2069,20.69,AVOID,No new SMMA crossover,MIDSMALL,23855,MIDSMALL-EQ,MIDSMALL,NSE
NSE:GROWWHOSPI-EQ,52.06,52.05,41,52.06,20626,480650,792141,1272791,52.28,53.48,NONE,12,12.0,12.0,1.0,12,12,12,52.06,52.06,-0.996,628687,0,0,0.2461,24.61,AVOID,No new SMMA crossover,GROWWHOSPI,760874,GROWWHOSPI-EQ,GROWWHOSPI,NSE
NSE:FMCGIETF-EQ,52.01,52.0,486,52.02,359785,1259456,1517896,2777352,52.1,52.64,NONE,293,293.0,293.0,1.0,293,293,293,52.01,52.01,-0.9973,1583226,0,0,0.2801,28.01,AVOID,No new SMMA crossover,FMCGIETF,5306,FMCGIETF-EQ,FMCGIETF,NSE
NSE:MOHEALTH-EQ,51.81,51.8,8,51.81,629,300228,98024,398252,51.89,51.99,NONE,2,2.0,2.0,1.0,2,2,2,51.81,51.81,-0.9749,47694,0,0,0.0836,8.36,AVOID,No new SMMA crossover,MOHEALTH,10508,MOHEALTH-EQ,MOHEALTH,NSE
NSE:SBIBPB-EQ,50.77,50.73,38,50.77,257,481142,681005,1162147,50.73,50.3,NONE,40,40.0,40.0,1.0,40,40,40,50.77,50.77,-0.7424,70192,0,0,0.5188,51.88,ACCEPT,No new SMMA crossover,SBIBPB,30290,SBIBPB-EQ,SBIBPB,NSE
NSE:VMSTMT-EQ,50.36,50.24,73,50.39,12,116471,162204,278675,50.64,48.99,NONE,79,79.0,79.0,1.0,79,79,79,50.36,50.36,0.7176,255742,0,0,0.6821,68.21,ACCEPT,No new SMMA crossover,VMSTMT,759152,VMSTMT-EQ,VMSTMT,NSE
NSE:FMCGADD-EQ,48.55,48.5,100,48.59,27847,201417,132361,333778,48.67,49.2,NONE,5,5.0,5.0,1.0,5,5,5,48.55,48.55,-0.9928,8002,0,0,0.1217,12.17,AVOID,No new SMMA crossover,FMCGADD,763530,FMCGADD-EQ,FMCGADD,NSE
NSE:SELECTIPO-EQ,48.44,48.35,49666,48.46,110,181523,61550,243073,48.4,48.3,NONE,79,79.0,79.0,1.0,79,79,79,48.44,48.44,0.9956,32924,0,0,0.4365,43.65,AVOID,No new SMMA crossover,SELECTIPO,30109,SELECTIPO-EQ,SELECTIPO,NSE
NSE:MOIPO-EQ,48.4,48.4,129,48.49,332,186480,76846,263326,48.49,48.38,NONE,323,323.0,323.0,1.0,323,323,323,48.4,48.4,-0.4403,939,0,0,0.3072,30.72,AVOID,No new SMMA crossover,MOIPO,759891,MOIPO-EQ,MOIPO,NSE
NSE:IMAGICAA-EQ,48.21,48.26,12,48.38,251,178350,341594,519944,48.27,48.7,NONE,40,40.0,40.0,1.0,40,40,40,48.21,48.21,-0.9087,280384,0,0,0.5167,51.67,ACCEPT,No new SMMA crossover,IMAGICAA,7672,IMAGICAA-EQ,IMAGICAA,NSE
NSE:SUZLON-EQ,47.1,47.1,904,47.11,4827,4890471,8243324,13133795,47.13,47.5,NONE,200,200.0,200.0,1.0,200,200,200,47.1,47.1,-0.6845,22458825,0,0,0.1997,19.97,AVOID,No new SMMA crossover,SUZLON,12018,SUZLON-EQ,SUZLON,NSE
NSE:SOUTHBANK-EQ,46.27,46.27,70,46.28,1991,780723,2834823,3615546,46.27,46.31,NONE,7,7.0,7.0,1.0,7,7,7,46.27,46.27,-0.9321,3240104,0,0,0.1344,13.44,AVOID,No new SMMA crossover,SOUTHBANK,5948,SOUTHBANK-EQ,SOUTHBANK,NSE
NSE:NSLNISP-EQ,44.0,44.0,749,44.02,14,511427,1671926,2183353,44.1,44.25,NONE,170,170.0,170.0,1.0,170,170,170,44.0,44.0,0.9633,1488852,0,0,0.38,38.0,AVOID,No new SMMA crossover,NSLNISP,14180,NSLNISP-EQ,NSLNISP,NSE
NSE:NEXT30ADD-EQ,43.84,43.71,100,43.86,409768,869150,959019,1828169,43.9,44.01,NONE,1,1.0,1.0,1.0,1,1,1,43.84,43.84,-0.9995,871,0,0,0.0819,8.19,AVOID,No new SMMA crossover,NEXT30ADD,29464,NEXT30ADD-EQ,NEXT30ADD,NSE
NSE:UGARSUGAR-EQ,43.82,43.82,110,43.89,17,70622,108943,179565,44.14,45.2,NONE,9,9.0,9.0,1.0,9,9,9,43.82,43.82,0.7323,162959,0,0,0.6522,65.22,ACCEPT,No new SMMA crossover,UGARSUGAR,19578,UGARSUGAR-EQ,UGARSUGAR,NSE
NSE:ATLANTAA-EQ,42.32,42.33,49,42.5,9666,47880,134290,182170,43.27,43.44,NONE,1,1.0,1.0,1.0,1,1,1,42.32,42.32,-0.9899,116275,0,0,0.1317,13.17,AVOID,No new SMMA crossover,ATLANTAA,13585,ATLANTAA-EQ,ATLANTAA,NSE
NSE:EMULTIMQ-EQ,42.15,42.08,65,42.15,9161,329210,189641,518851,42.13,41.92,NONE,276,276.0,276.0,1.0,276,276,276,42.15,42.15,-0.9859,19062,0,0,0.2865,28.65,AVOID,No new SMMA crossover,EMULTIMQ,25996,EMULTIMQ-EQ,EMULTIMQ,NSE
NSE:FCL-EQ,42.0,42.0,40,42.02,450,793360,3443495,4236855,42.88,42.61,NONE,1960,1960.0,1960.0,1.0,1960,1960,1960,42.0,42.0,-0.8367,16422558,0,0,0.3894,38.94,AVOID,No new SMMA crossover,FCL,6198,FCL-EQ,FCL,NSE
NSE:ESG-EQ,41.93,41.81,58408,41.93,52293,357830,253984,611814,42.0,42.23,NONE,6,6.0,6.0,1.0,6,6,6,41.93,41.93,0.0552,9801,0,0,0.2496,24.96,AVOID,No new SMMA crossover,ESG,1200,ESG-EQ,ESG,NSE
NSE:MWL-EQ,41.59,41.6,685,41.7,1318,271261,222003,493264,41.59,41.68,NONE,107,107.0,107.0,1.0,107,107,107,41.59,41.59,-0.316,141632,0,0,0.2877,28.77,AVOID,No new SMMA crossover,MWL,759169,MWL-EQ,MWL,NSE
NSE:DWARKESH-EQ,41.53,41.53,6505,41.58,172,157622,445649,603271,41.65,41.52,NONE,1071,1071.0,1071.0,1.0,1071,1071,1071,41.53,41.53,0.9485,308111,0,0,0.4087,40.87,AVOID,No new SMMA crossover,DWARKESH,11667,DWARKESH-EQ,DWARKESH,NSE
NSE:FEDDERSHOL-EQ,41.11,41.01,21,41.14,62,39610,103501,143111,41.29,42.16,NONE,48,48.0,48.0,1.0,48,48,48,41.11,41.11,-0.494,82775,0,0,0.6757,67.57,ACCEPT,No new SMMA crossover,FEDDERSHOL,762675,FEDDERSHOL-EQ,FEDDERSHOL,NSE
NSE:MSUMI-EQ,40.8,40.8,1623,40.82,249,791882,2155788,2947670,40.9,41.11,NONE,3,3.0,3.0,1.0,3,3,3,40.8,40.8,0.734,3303007,0,0,0.1423,14.23,AVOID,No new SMMA crossover,MSUMI,8596,MSUMI-EQ,MSUMI,NSE
NSE:HPAL-EQ,40.79,40.77,40,40.79,706,120265,437678,557943,40.38,36.57,NONE,20,20.0,20.0,1.0,20,20,20,40.79,40.79,-0.8928,999396,0,0,0.3948,39.48,AVOID,No new SMMA crossover,HPAL,7376,HPAL-EQ,HPAL,NSE
NSE:SCILAL-EQ,40.67,40.62,1700,40.67,44,100502,160903,261405,40.81,41.01,NONE,3,3.0,3.0,1.0,3,3,3,40.67,40.67,0.9495,68433,0,0,0.4345,43.45,AVOID,No new SMMA crossover,SCILAL,23127,SCILAL-EQ,SCILAL,NSE
NSE:BSE500IETF-EQ,39.83,39.83,88,39.86,49829,1536924,356868,1893792,39.9,40.03,NONE,2,2.0,2.0,1.0,2,2,2,39.83,39.83,-0.9965,50561,0,0,0.0709,7.09,AVOID,No new SMMA crossover,BSE500IETF,3001,BSE500IETF-EQ,BSE500IETF,NSE
NSE:OLAELEC-EQ,39.8,39.78,6919,39.8,1479,3056531,9102203,12158734,39.75,40.02,NONE,2,2.0,2.0,1.0,2,2,2,39.8,39.8,0.6478,29912208,0,0,0.1178,11.78,AVOID,No new SMMA crossover,OLAELEC,24777,OLAELEC-EQ,OLAELEC,NSE
NSE:MANAKALUCO-EQ,39.51,39.4,26,39.51,27,77877,131315,209192,40.37,41.33,NONE,25,25.0,25.0,1.0,25,25,25,39.51,39.51,-0.0189,236023,0,0,0.6557,65.57,ACCEPT,No new SMMA crossover,MANAKALUCO,7420,MANAKALUCO-EQ,MANAKALUCO,NSE
NSE:VISL-EQ,39.25,39.25,1350,39.26,196,3246033,7930407,11176440,39.28,37.99,NONE,50,50.0,50.0,1.0,50,50,50,39.25,39.25,0.7464,48554126,0,0,0.174,17.4,AVOID,No new SMMA crossover,VISL,750290,VISL-EQ,VISL,NSE
NSE:MOENERGY-EQ,38.69,38.65,230,38.69,36,1192975,586615,1779590,38.72,38.82,NONE,13,13.0,13.0,1.0,13,13,13,38.69,38.69,0.7293,112608,0,0,0.6179,61.79,ACCEPT,No new SMMA crossover,MOENERGY,759374,MOENERGY-EQ,MOENERGY,NSE
NSE:ENERGY-EQ,38.69,38.69,43,38.75,72,731075,400412,1131487,38.79,,NONE,11,11.0,11.0,1.0,11,11,11,38.69,38.69,-0.2522,58417,0,0,0.5173,51.73,ACCEPT,No new SMMA crossover,ENERGY,759780,ENERGY-EQ,ENERGY,NSE
NSE:VOGL-EQ,38.58,38.57,3010,38.58,188,3917490,11423984,15341474,38.82,38.54,NONE,12,12.0,12.0,1.0,12,12,12,38.58,38.58,0.8824,47336265,0,0,0.1909,19.09,AVOID,No new SMMA crossover,VOGL,750368,VOGL-EQ,VOGL,NSE
NSE:TTML-EQ,38.33,38.29,22860,38.33,749,389547,662870,1052417,38.43,38.97,NONE,100,100.0,100.0,1.0,100,100,100,38.33,38.33,0.9365,529556,0,0,0.2131,21.31,AVOID,No new SMMA crossover,TTML,8954,TTML-EQ,TTML,NSE
NSE:SNOWMAN-EQ,38.1,38.1,36,38.15,75,46414,212164,258578,38.29,39.01,NONE,53,53.0,53.0,1.0,53,53,53,38.1,38.1,-0.3514,52319,0,0,0.6038,60.38,ACCEPT,No new SMMA crossover,SNOWMAN,4843,SNOWMAN-EQ,SNOWMAN,NSE
NSE:FISCHER-EQ,38.01,38.01,66,38.07,32,62439,144639,207078,38.23,38.42,NONE,1,1.0,1.0,1.0,1,1,1,38.01,38.01,0.3469,79045,0,0,0.5633,56.33,ACCEPT,No new SMMA crossover,FISCHER,757658,FISCHER-EQ,FISCHER,NSE
NSE:HDFCBSE500-EQ,37.93,37.9,2540,37.93,770,1464474,1118460,2582934,38.0,38.14,NONE,227,227.0,227.0,1.0,227,227,227,37.93,37.93,0.5347,351229,0,0,0.2818,28.18,AVOID,No new SMMA crossover,HDFCBSE500,14230,HDFCBSE500-EQ,HDFCBSE500,NSE
NSE:MOLOWVOL-EQ,37.24,37.11,1,37.23,68374,745815,649906,1395721,37.26,37.45,NONE,200,200.0,200.0,1.0,200,200,200,37.24,37.24,-1.0,35721,0,0,0.5013,50.13,ACCEPT,No new SMMA crossover,MOLOWVOL,8654,MOLOWVOL-EQ,MOLOWVOL,NSE
NSE:ELMDIV-EQ,36.91,36.91,25,36.95,271,134974,5021,139995,36.94,36.97,NONE,476,476.0,476.0,1.0,476,476,476,36.91,36.91,-0.8311,5174,0,0,0.5418,54.18,ACCEPT,No new SMMA crossover,ELMDIV,764367,ELMDIV-EQ,ELMDIV,NSE
NSE:VEDPOWER-EQ,36.49,36.49,434,36.51,1787,1939872,5120609,7060481,36.67,36.51,NONE,52,52.0,52.0,1.0,52,52,52,36.49,36.49,-0.6092,14902528,0,0,0.2139,21.39,AVOID,No new SMMA crossover,VEDPOWER,750518,VEDPOWER-EQ,VEDPOWER,NSE
NSE:BCLIND-EQ,36.36,36.21,32,36.35,9,136558,368019,504577,36.61,36.92,NONE,23,23.0,23.0,1.0,23,23,23,36.36,36.36,0.561,245449,0,0,0.6668,66.68,ACCEPT,No new SMMA crossover,BCLIND,2513,BCLIND-EQ,BCLIND,NSE
NSE:DIVIDEND-EQ,36.1,36.1,1,36.12,39506,267750,89622,357372,36.19,36.35,NONE,1,1.0,1.0,1.0,1,1,1,36.1,36.1,-0.9999,3962,0,0,0.1576,15.76,AVOID,No new SMMA crossover,DIVIDEND,760412,DIVIDEND-EQ,DIVIDEND,NSE
NSE:NIFTY100EW-EQ,35.74,35.69,36,35.75,293968,451305,370683,821988,35.79,35.93,NONE,200,200.0,200.0,1.0,200,200,200,35.74,35.74,-0.9998,18896,0,0,0.4362,43.62,AVOID,No new SMMA crossover,NIFTY100EW,29944,NIFTY100EW-EQ,NIFTY100EW,NSE
NSE:ATALREAL-EQ,35.47,35.42,2478,35.46,118,4673372,276051,4949423,35.18,34.87,NONE,59,59.0,59.0,1.0,59,59,59,35.47,35.47,0.9091,5140651,0,0,0.1899,18.99,AVOID,No new SMMA crossover,ATALREAL,15649,ATALREAL-EQ,ATALREAL,NSE
NSE:SBC-EQ,35.16,35.16,1833,35.18,530,3166287,1464469,4630756,37.17,40.25,NONE,153,153.0,153.0,1.0,153,153,153,35.16,35.16,0.5514,29044951,0,0,0.1736,17.36,AVOID,No new SMMA crossover,SBC,6792,SBC-EQ,SBC,NSE
NSE:MNC-EQ,34.82,34.77,353862,34.82,87,1222302,774987,1997289,34.84,34.84,NONE,1,1.0,1.0,1.0,1,1,1,34.82,34.82,0.9995,27366,0,0,0.3264,32.64,AVOID,No new SMMA crossover,MNC,10676,MNC-EQ,MNC,NSE
NSE:MSPL-EQ,34.72,34.72,722,34.77,206,128418,302482,430900,34.92,35.4,NONE,40,40.0,40.0,1.0,40,40,40,34.72,34.72,0.556,279491,0,0,0.4275,42.75,AVOID,No new SMMA crossover,MSPL,11919,MSPL-EQ,MSPL,NSE
NSE:IT-EQ,34.55,34.52,220,34.55,5085,1561657,1981723,3543380,34.78,35.05,NONE,10,10.0,10.0,1.0,10,10,10,34.55,34.55,-0.9171,152347,0,0,0.2861,28.61,AVOID,No new SMMA crossover,IT,2627,IT-EQ,IT,NSE
NSE:ITIETF-EQ,34.54,34.54,300768,34.55,1,1628964,1632541,3261505,34.77,35.06,NONE,1442,1442.0,1442.0,1.0,1442,1442,1442,34.54,34.54,1.0,1635328,0,0,0.6237,62.37,ACCEPT,No new SMMA crossover,ITIETF,22365,ITIETF-EQ,ITIETF,NSE
NSE:ITBEES-EQ,34.54,34.53,5035,34.54,11154,4934447,7577120,12511567,34.76,35.04,NONE,5,5.0,5.0,1.0,5,5,5,34.54,34.54,-0.378,8270105,0,0,0.1371,13.71,AVOID,No new SMMA crossover,ITBEES,19084,ITBEES-EQ,ITBEES,NSE
NSE:KWIL-EQ,34.37,34.34,323,34.37,4574,1078240,1815440,2893680,34.46,34.43,NONE,30,30.0,30.0,1.0,30,30,30,34.37,34.37,-0.8681,2893626,0,0,0.1832,18.32,AVOID,No new SMMA crossover,KWIL,760946,KWIL-EQ,KWIL,NSE
NSE:EVINDIA-EQ,34.21,34.21,2982,34.23,292,813616,707234,1520850,34.24,34.17,NONE,310,310.0,310.0,1.0,310,310,310,34.21,34.21,0.8216,257512,0,0,0.338,33.8,AVOID,No new SMMA crossover,EVINDIA,24461,EVINDIA-EQ,EVINDIA,NSE
NSE:EVIETF-EQ,34.18,34.18,3786,34.21,15785,1684339,700864,2385203,34.19,34.14,NONE,574,574.0,574.0,1.0,574,574,574,34.18,34.18,-0.6131,60644,0,0,0.1936,19.36,AVOID,No new SMMA crossover,EVIETF,755881,EVIETF-EQ,EVIETF,NSE
NSE:GROWWEV-EQ,34.1,34.07,46062,34.1,1683,1423716,738138,2161854,34.09,34.04,NONE,7,7.0,7.0,1.0,7,7,7,34.1,34.1,0.9295,145191,0,0,0.205,20.5,AVOID,No new SMMA crossover,GROWWEV,24798,GROWWEV-EQ,GROWWEV,NSE
NSE:MON50EQUAL-EQ,33.81,33.8,46,33.83,2542,765300,529721,1295021,33.93,34.13,NONE,736,736.0,736.0,1.0,736,736,736,33.81,33.81,-0.9645,7590,0,0,0.3576,35.76,AVOID,No new SMMA crossover,MON50EQUAL,756900,MON50EQUAL-EQ,MON50EQUAL,NSE
NSE:SBINEQWETF-EQ,33.81,33.82,29,33.87,15630,612568,402364,1014932,33.93,34.13,NONE,1,1.0,1.0,1.0,1,1,1,33.81,33.81,-0.9963,17784,0,0,0.0814,8.14,AVOID,No new SMMA crossover,SBINEQWETF,24524,SBINEQWETF-EQ,SBINEQWETF,NSE
NSE:MOMNC-EQ,33.8,33.68,9885,33.83,7170,134062,12637,146699,33.78,33.77,NONE,230,230.0,230.0,1.0,230,230,230,33.8,33.8,0.1592,3325,0,0,0.2024,20.24,AVOID,No new SMMA crossover,MOMNC,760054,MOMNC-EQ,MOMNC,NSE
NSE:BHARATCOAL-EQ,33.78,33.76,830,33.79,1662,1019565,2171497,3191062,33.82,34.0,NONE,8,8.0,8.0,1.0,8,8,8,33.78,33.78,-0.3339,2248827,0,0,0.18,18.0,AVOID,No new SMMA crossover,BHARATCOAL,760726,BHARATCOAL-EQ,BHARATCOAL,NSE
NSE:HDFCNIFIT-EQ,33.31,33.26,118,33.3,179,1275802,1904672,3180474,33.48,33.73,NONE,106,106.0,106.0,1.0,106,106,106,33.31,33.31,-0.2054,46125,0,0,0.475,47.5,AVOID,No new SMMA crossover,HDFCNIFIT,12101,HDFCNIFIT-EQ,HDFCNIFIT,NSE
NSE:FINIETF-EQ,33.31,33.31,436,33.34,200,2519485,1442373,3961858,33.36,33.45,NONE,64,64.0,64.0,1.0,64,64,64,33.31,33.31,0.3711,248531,0,0,0.4598,45.98,AVOID,No new SMMA crossover,FINIETF,12578,FINIETF-EQ,FINIETF,NSE
NSE:ITADD-EQ,33.0,33.01,200,33.06,56,1017846,1729786,2747632,33.22,33.48,NONE,1,1.0,1.0,1.0,1,1,1,33.0,33.0,0.5625,5646,0,0,0.439,43.9,AVOID,No new SMMA crossover,ITADD,17207,ITADD-EQ,ITADD,NSE
NSE:ITETF-EQ,33.0,33.0,298,33.02,6000,548437,767084,1315521,33.2,33.46,NONE,200,200.0,200.0,1.0,200,200,200,33.0,33.0,-0.9054,135247,0,0,0.2487,24.87,AVOID,No new SMMA crossover,ITETF,19633,ITETF-EQ,ITETF,NSE
NSE:MOM30IETF-EQ,31.75,31.75,547513,31.77,300,2783789,2198953,4982742,31.77,31.69,NONE,91,91.0,91.0,1.0,91,91,91,31.75,31.75,0.9989,433090,0,0,0.3187,31.87,AVOID,No new SMMA crossover,MOM30IETF,10585,MOM30IETF-EQ,MOM30IETF,NSE
NSE:MOMENTUM-EQ,31.67,31.58,61,31.67,63,1289858,1322483,2612341,31.55,,NONE,4,4.0,4.0,1.0,4,4,4,31.67,31.67,-0.0161,30155,0,0,0.4135,41.35,AVOID,No new SMMA crossover,MOMENTUM,10693,MOMENTUM-EQ,MOMENTUM,NSE
NSE:VASCONEQ-EQ,31.57,31.55,37,31.58,45,146291,278664,424955,31.91,33.3,NONE,100,100.0,100.0,1.0,100,100,100,31.57,31.57,-0.0976,405332,0,0,0.6359,63.59,ACCEPT,No new SMMA crossover,VASCONEQ,18110,VASCONEQ-EQ,VASCONEQ,NSE
NSE:HDFCMOMENT-EQ,31.46,31.47,129420,31.49,638,1805982,1884741,3690723,31.51,31.42,NONE,3522,3522.0,3522.0,1.0,3522,3522,3522,31.46,31.46,0.9902,201204,0,0,0.1189,11.89,AVOID,No new SMMA crossover,HDFCMOMENT,11538,HDFCMOMENT-EQ,HDFCMOMENT,NSE
NSE:MOSERVICE-EQ,31.19,31.15,1,31.2,600,216702,13624,230326,31.26,31.44,NONE,50,50.0,50.0,1.0,50,50,50,31.19,31.19,-0.9967,4000,0,0,0.4794,47.94,AVOID,No new SMMA crossover,MOSERVICE,760001,MOSERVICE-EQ,MOSERVICE,NSE
NSE:MOMENTUM30-EQ,31.17,31.17,638647,31.28,146,849096,331239,1180335,31.26,31.18,NONE,1879,1879.0,1879.0,1.0,1879,1879,1879,31.17,31.17,0.9995,41255,0,0,0.2649,26.49,AVOID,No new SMMA crossover,MOMENTUM30,759488,MOMENTUM30-EQ,MOMENTUM30,NSE
NSE:GSEC10YEAR-EQ,30.69,30.41,4800,30.69,4922,135901,135421,271322,30.68,30.63,NONE,15,15.0,15.0,1.0,15,15,15,30.69,30.69,-0.0125,280,0,0,0.1807,18.07,AVOID,No new SMMA crossover,GSEC10YEAR,14938,GSEC10YEAR-EQ,GSEC10YEAR,NSE
NSE:LTGILTCASE-EQ,30.58,30.58,597,30.62,22260,444847,237165,682012,30.6,30.6,NONE,9,9.0,9.0,1.0,9,9,9,30.58,30.58,-0.9478,5277,0,0,0.2073,20.73,AVOID,No new SMMA crossover,LTGILTCASE,758705,LTGILTCASE-EQ,LTGILTCASE,NSE
NSE:CHEMICAL-EQ,30.52,30.5,288,30.54,7196,1795246,1538243,3333489,30.53,30.64,NONE,1,1.0,1.0,1.0,1,1,1,30.52,30.52,-0.923,101594,0,0,0.1315,13.15,AVOID,No new SMMA crossover,CHEMICAL,759885,CHEMICAL-EQ,CHEMICAL,NSE
NSE:GROWWCHEM-EQ,30.52,30.44,5,30.54,130,583978,316353,900331,30.51,30.62,NONE,1,1.0,1.0,1.0,1,1,1,30.52,30.52,-0.9259,21241,0,0,0.349,34.9,AVOID,No new SMMA crossover,GROWWCHEM,760673,GROWWCHEM-EQ,GROWWCHEM,NSE
NSE:AUTOIETF-EQ,30.48,30.46,436,30.48,214,2396622,2472255,4868877,30.51,30.57,NONE,36,36.0,36.0,1.0,36,36,36,30.48,30.48,0.3415,391997,0,0,0.4424,44.24,AVOID,No new SMMA crossover,AUTOIETF,7844,AUTOIETF-EQ,AUTOIETF,NSE
NSE:MSCIINDIA-EQ,30.24,30.2,12,30.25,29850,560007,184639,744646,30.3,30.4,NONE,150,150.0,150.0,1.0,150,150,150,30.24,30.24,-0.9992,13127,0,0,0.4309,43.09,AVOID,No new SMMA crossover,MSCIINDIA,29758,MSCIINDIA-EQ,MSCIINDIA,NSE
NSE:LTGILTBEES-EQ,30.04,30.04,5677,30.05,501,3085593,2925204,6010797,30.05,30.05,NONE,90,90.0,90.0,1.0,90,90,90,30.04,30.04,0.8378,203563,0,0,0.3143,31.43,AVOID,No new SMMA crossover,LTGILTBEES,17700,LTGILTBEES-EQ,LTGILTBEES,NSE
