Symbol,LTP,BidPrice,BidQty,AskPrice,AskQty,TotalBuyQty,TotalSellQty,LiquidityScore,SMMA20,SMMA120,Signal,Current_LTQ,LTQ_2min_avg,LTQ_5min_avg,LTQ_Spike_Ratio,ETQ_5min,ETQ_20min,ETQ_60min,Average_LTP_20min,Average_LTP_60min,BidAsk_Imbalance,Volume,Return_1,Return_5,ML_Probability,ML_Confidence,ML_Decision,AI_Reason,base_symbol,token,symbol,name,exch_seg
NSE:MANBA-EQ,131.34,131.34,1,131.65,41,155763,28311,184074,131.39,132.01,NONE,31,31.0,31.0,1.0,31,31,31,131.34,131.34,-0.9524,17101,0,0,0.6461,64.61,ACCEPT,No new SMMA crossover,MANBA,25597,MANBA-EQ,MANBA,NSE
NSE:HDFCNIMEG-EQ,131.2,131.12,85,131.36,79,222120,168085,390205,131.42,131.56,NONE,27,27.0,27.0,1.0,27,27,27,131.2,131.2,0.0366,18164,0,0,0.4655,46.55,AVOID,No new SMMA crossover,HDFCNIMEG,764336,HDFCNIMEG-EQ,HDFCNIMEG,NSE
NSE:CANBK-EQ,131.18,131.15,2892,131.18,313,1930200,7336518,9266718,131.38,130.46,NONE,2,2.0,2.0,1.0,2,2,2,131.18,131.18,0.8047,19435206,0,0,0.1332,13.32,AVOID,No new SMMA crossover,CANBK,10794,CANBK-EQ,CANBK,NSE
NSE:GOLDIETF-EQ,130.65,130.62,550,130.66,5837,832387,978961,1811348,130.54,129.28,NONE,5,5.0,5.0,1.0,5,5,5,130.65,130.65,-0.8278,1834411,0,0,0.1631,16.31,AVOID,No new SMMA crossover,GOLDIETF,19679,GOLDIETF-EQ,GOLDIETF,NSE
NSE:HDFCGOLD-EQ,130.22,130.22,5140,130.25,630,686972,855981,1542953,130.13,128.82,NONE,35,35.0,35.0,1.0,35,35,35,130.22,130.22,0.7816,1549164,0,0,0.2013,20.13,AVOID,No new SMMA crossover,HDFCGOLD,19543,HDFCGOLD-EQ,HDFCGOLD,NSE
NSE:SETFGOLD-EQ,130.03,130.04,5778,130.05,1150,757453,709479,1466932,129.94,128.65,NONE,125,125.0,125.0,1.0,125,125,125,130.03,130.03,0.668,1218630,0,0,0.1699,16.99,AVOID,No new SMMA crossover,SETFGOLD,17272,SETFGOLD-EQ,SETFGOLD,NSE
NSE:TARC-EQ,129.63,129.5,483,129.62,9,81837,254504,336341,129.15,130.28,NONE,10,10.0,10.0,1.0,10,10,10,129.63,129.63,0.9634,433815,0,0,0.6504,65.04,ACCEPT,No new SMMA crossover,TARC,1581,TARC-EQ,TARC,NSE
NSE:TVSSCS-EQ,129.61,129.56,1,129.61,129,140665,294027,434692,129.8,129.85,NONE,2,2.0,2.0,1.0,2,2,2,129.61,129.61,-0.9846,2713114,0,0,0.247,24.7,AVOID,No new SMMA crossover,TVSSCS,18151,TVSSCS-EQ,TVSSCS,NSE
NSE:GOLDBETA-EQ,128.35,128.25,32200,128.35,978,317842,302144,619986,128.22,126.91,NONE,190,190.0,190.0,1.0,190,190,190,128.35,128.35,0.941,339899,0,0,0.1779,17.79,AVOID,No new SMMA crossover,GOLDBETA,14535,GOLDBETA-EQ,GOLDBETA,NSE
NSE:GKENERGY-EQ,128.3,128.0,50,128.28,27,55815,130746,186561,129.15,132.0,NONE,279,279.0,279.0,1.0,279,279,279,128.3,128.3,0.2987,307579,0,0,0.6471,64.71,ACCEPT,No new SMMA crossover,GKENERGY,759048,GKENERGY-EQ,GKENERGY,NSE
NSE:AEROENTER-EQ,127.65,127.36,76,127.53,20,96931,500075,597006,129.63,129.07,NONE,1,1.0,1.0,1.0,1,1,1,127.65,127.65,0.5833,787746,0,0,0.5982,59.82,ACCEPT,No new SMMA crossover,AEROENTER,12015,AEROENTER-EQ,AEROENTER,NSE
NSE:GOLD1-EQ,127.3,127.29,1664,127.35,325,699119,769379,1468498,127.21,125.92,NONE,100,100.0,100.0,1.0,100,100,100,127.3,127.3,0.6732,956662,0,0,0.2879,28.79,AVOID,No new SMMA crossover,GOLD1,14858,GOLD1-EQ,GOLD1,NSE
NSE:HDFCVALUE-EQ,127.19,127.15,14,127.2,1,209654,267716,477370,127.5,128.07,NONE,42,42.0,42.0,1.0,42,42,42,127.19,127.19,0.8667,3304,0,0,0.7925,79.25,ACCEPT,No new SMMA crossover,HDFCVALUE,11260,HDFCVALUE-EQ,HDFCVALUE,NSE
NSE:GOLDAXIS-EQ,127.01,126.98,3750,127.01,2500,498379,473677,972056,126.9,125.75,NONE,50,50.0,50.0,1.0,50,50,50,127.01,127.01,0.2,207058,0,0,0.3524,35.24,AVOID,No new SMMA crossover,GOLDAXIS,20532,GOLDAXIS-EQ,GOLDAXIS,NSE
NSE:TURTLEMINT-EQ,126.42,126.3,5,126.43,83,71527,216335,287862,126.43,119.41,NONE,1,1.0,1.0,1.0,1,1,1,126.42,126.42,-0.8864,490699,0,0,0.4678,46.78,AVOID,No new SMMA crossover,TURTLEMINT,756090,TURTLEMINT-EQ,TURTLEMINT,NSE
NSE:ORIENTHOT-EQ,126.18,126.17,105,126.38,10,113547,136031,249578,127.06,127.43,NONE,125,125.0,125.0,1.0,125,125,125,126.18,126.18,0.8261,78393,0,0,0.7329,73.29,ACCEPT,No new SMMA crossover,ORIENTHOT,2493,ORIENTHOT-EQ,ORIENTHOT,NSE
NSE:GOLDBEES-EQ,126.1,126.1,8633,126.12,6232,2321089,3708969,6030058,125.98,124.7,NONE,200,200.0,200.0,1.0,200,200,200,126.1,126.1,0.1615,9275795,0,0,0.1777,17.77,AVOID,No new SMMA crossover,GOLDBEES,14428,GOLDBEES-EQ,GOLDBEES,NSE
NSE:CONSUMIETF-EQ,124.9,124.8,30,124.88,69,449464,443594,893058,125.14,125.99,NONE,200,200.0,200.0,1.0,200,200,200,124.9,124.9,-0.3939,32716,0,0,0.5809,58.09,ACCEPT,No new SMMA crossover,CONSUMIETF,6446,CONSUMIETF-EQ,CONSUMIETF,NSE
NSE:SBIETFCON-EQ,124.78,124.3,20000,124.77,41050,141033,106201,247234,124.88,125.68,NONE,17,17.0,17.0,1.0,17,17,17,124.78,124.78,-0.3448,8681,0,0,0.2013,20.13,AVOID,No new SMMA crossover,SBIETFCON,5168,SBIETFCON-EQ,SBIETFCON,NSE
NSE:IEX-EQ,124.45,124.45,285,124.48,292,913758,1083933,1997691,124.64,126.15,NONE,29,29.0,29.0,1.0,29,29,29,124.45,124.45,-0.0121,1567892,0,0,0.2395,23.95,AVOID,No new SMMA crossover,IEX,220,IEX-EQ,IEX,NSE
NSE:CONSUMAXIS-EQ,124.39,124.22,1,124.39,9949,100201,95155,195356,124.62,125.33,NONE,1,1.0,1.0,1.0,1,1,1,124.39,124.39,-0.9998,170,0,0,0.0972,9.72,AVOID,No new SMMA crossover,CONSUMAXIS,5732,CONSUMAXIS-EQ,CONSUMAXIS,NSE
NSE:WAKEFIT-EQ,122.7,122.71,144,122.85,86,103593,175771,279364,123.2,125.58,NONE,16,16.0,16.0,1.0,16,16,16,122.7,122.7,0.2522,356871,0,0,0.4863,48.63,AVOID,No new SMMA crossover,WAKEFIT,760259,WAKEFIT-EQ,WAKEFIT,NSE
NSE:HDFCGROWTH-EQ,122.5,122.47,8,122.5,592,265030,240098,505128,122.99,123.71,NONE,2,2.0,2.0,1.0,2,2,2,122.5,122.5,-0.9733,11228,0,0,0.0657,6.57,AVOID,No new SMMA crossover,HDFCGROWTH,11241,HDFCGROWTH-EQ,HDFCGROWTH,NSE
NSE:BEPL-EQ,120.81,120.74,171,120.85,491,181081,361719,542800,121.27,122.88,NONE,206,206.0,206.0,1.0,206,206,206,120.81,120.81,-0.4834,426560,0,0,0.3326,33.26,AVOID,No new SMMA crossover,BEPL,419,BEPL-EQ,BEPL,NSE
NSE:BLUSPRING-EQ,120.07,120.07,25,120.41,31,74000,194728,268728,120.88,116.56,NONE,100,100.0,100.0,1.0,100,100,100,120.07,120.07,-0.1071,756136,0,0,0.657,65.7,ACCEPT,No new SMMA crossover,BLUSPRING,757520,BLUSPRING-EQ,BLUSPRING,NSE
NSE:ADVANCE-EQ,118.99,118.95,294,118.99,86,114378,64422,178800,120.9,123.74,NONE,150,150.0,150.0,1.0,150,150,150,118.99,118.99,0.5474,299453,0,0,0.5387,53.87,ACCEPT,No new SMMA crossover,ADVANCE,759402,ADVANCE-EQ,ADVANCE,NSE
NSE:EDELWEISS-EQ,118.13,118.08,186,118.13,18,249032,846436,1095468,118.34,118.8,NONE,95,95.0,95.0,1.0,95,95,95,118.13,118.13,0.8235,565573,0,0,0.6523,65.23,ACCEPT,No new SMMA crossover,EDELWEISS,15119,EDELWEISS-EQ,EDELWEISS,NSE
NSE:PNB-EQ,118.0,117.97,896,118.0,15068,3456605,5844377,9300982,117.66,115.08,NONE,579,579.0,579.0,1.0,579,579,579,118.0,118.0,-0.8877,38648193,0,0,0.2432,24.32,AVOID,No new SMMA crossover,PNB,10666,PNB-EQ,PNB,NSE
NSE:AJMERA-EQ,117.92,117.77,18,117.92,1,102051,98285,200336,118.65,121.86,NONE,62,62.0,62.0,1.0,62,62,62,117.92,117.92,0.8947,191318,0,0,0.7944,79.44,ACCEPT,No new SMMA crossover,AJMERA,17307,AJMERA-EQ,AJMERA,NSE
NSE:YATRA-EQ,117.66,117.59,1,117.66,52,298815,880802,1179617,117.22,110.9,NONE,1,1.0,1.0,1.0,1,1,1,117.66,117.66,-0.9623,5819863,0,0,0.3387,33.87,AVOID,No new SMMA crossover,YATRA,18760,YATRA-EQ,YATRA,NSE
NSE:BOMDYEING-EQ,116.59,116.53,11,116.6,100,125266,193387,318653,116.44,118.37,NONE,70,70.0,70.0,1.0,70,70,70,116.59,116.59,-0.8018,196688,0,0,0.6439,64.39,ACCEPT,No new SMMA crossover,BOMDYEING,513,BOMDYEING-EQ,BOMDYEING,NSE
NSE:GPTINFRA-EQ,116.53,116.53,280,116.66,73,105590,111660,217250,116.47,116.07,NONE,53,53.0,53.0,1.0,53,53,53,116.53,116.53,0.5864,33598,0,0,0.5281,52.81,ACCEPT,No new SMMA crossover,GPTINFRA,17685,GPTINFRA-EQ,GPTINFRA,NSE
NSE:GHCLTEXTIL-EQ,116.47,116.32,86,116.46,7,91711,191534,283245,117.06,118.77,NONE,11,11.0,11.0,1.0,11,11,11,116.47,116.47,0.8495,153346,0,0,0.669,66.9,ACCEPT,No new SMMA crossover,GHCLTEXTIL,16696,GHCLTEXTIL-EQ,GHCLTEXTIL,NSE
NSE:ICICIB22-EQ,115.93,115.86,580,115.93,36,966409,1175650,2142059,116.03,116.44,NONE,20,20.0,20.0,1.0,20,20,20,115.93,115.93,0.8831,78700,0,0,0.6312,63.12,ACCEPT,No new SMMA crossover,ICICIB22,522,ICICIB22-EQ,ICICIB22,NSE
NSE:TFCILTD-EQ,115.45,115.38,865,115.45,428,3364096,968962,4333058,115.35,114.95,NONE,1,1.0,1.0,1.0,1,1,1,115.45,115.45,0.338,4966334,0,0,0.1398,13.98,AVOID,No new SMMA crossover,TFCILTD,3466,TFCILTD-EQ,TFCILTD,NSE
NSE:LIQUIDCASE-EQ,115.42,115.42,67318068,115.43,856361,67482556,70605587,138088143,115.43,115.4,NONE,3000,3000.0,3000.0,1.0,3000,3000,3000,115.42,115.42,0.9749,6120457,0,0,0.2215,22.15,AVOID,No new SMMA crossover,LIQUIDCASE,21750,LIQUIDCASE-EQ,LIQUIDCASE,NSE
NSE:MOVALUE-EQ,114.97,114.86,25,114.97,90,285399,245657,531056,115.2,115.35,NONE,91,91.0,91.0,1.0,91,91,91,114.97,114.97,-0.5652,38458,0,0,0.6385,63.85,ACCEPT,No new SMMA crossover,MOVALUE,10825,MOVALUE-EQ,MOVALUE,NSE
NSE:ASHOKA-EQ,113.94,113.94,1063,114.0,5334,254478,271224,525702,114.32,116.84,NONE,6,6.0,6.0,1.0,6,6,6,113.94,113.94,-0.6677,761399,0,0,0.1738,17.38,AVOID,No new SMMA crossover,ASHOKA,20182,ASHOKA-EQ,ASHOKA,NSE
NSE:MANINFRA-EQ,112.79,112.8,32,112.89,199,535177,574305,1109482,112.78,113.22,NONE,178,178.0,178.0,1.0,178,178,178,112.79,112.79,-0.7229,571782,0,0,0.522,52.2,ACCEPT,No new SMMA crossover,MANINFRA,18226,MANINFRA-EQ,MANINFRA,NSE
NSE:GNRL-EQ,112.4,112.4,643,112.49,87,36498,132741,169239,112.38,104.85,NONE,110,110.0,110.0,1.0,110,110,110,112.4,112.4,0.7616,294810,0,0,0.5534,55.34,ACCEPT,No new SMMA crossover,GNRL,762690,GNRL-EQ,GNRL,NSE
NSE:EKC-EQ,112.28,112.28,121,112.38,75,99161,151629,250790,112.66,113.1,NONE,3,3.0,3.0,1.0,3,3,3,112.28,112.28,0.2347,50404,0,0,0.4359,43.59,AVOID,No new SMMA crossover,EKC,13091,EKC-EQ,EKC,NSE
NSE:GROWWLIQID-EQ,110.31,110.3,8478571,110.31,8485697,8492154,8492209,16984363,110.3,110.28,NONE,27,27.0,27.0,1.0,27,27,27,110.31,110.31,-0.0004,36479,0,0,0.2924,29.24,AVOID,No new SMMA crossover,GROWWLIQID,25447,GROWWLIQID-EQ,GROWWLIQID,NSE
NSE:CAMLINFINE-EQ,109.45,109.33,63,109.45,2,377693,500456,878149,112.97,122.55,NONE,10,10.0,10.0,1.0,10,10,10,109.45,109.45,0.9385,4005707,0,0,0.6689,66.89,ACCEPT,No new SMMA crossover,CAMLINFINE,6216,CAMLINFINE-EQ,CAMLINFINE,NSE
NSE:LEMONTREE-EQ,108.72,108.66,868,108.7,523,579581,678000,1257581,108.69,109.42,NONE,22,22.0,22.0,1.0,22,22,22,108.72,108.72,0.248,1498317,0,0,0.2807,28.07,AVOID,No new SMMA crossover,LEMONTREE,2606,LEMONTREE-EQ,LEMONTREE,NSE
NSE:VMM-EQ,107.85,107.8,2112,107.85,428,1030904,1962273,2993177,108.32,108.85,NONE,50,50.0,50.0,1.0,50,50,50,107.85,107.85,0.663,3102522,0,0,0.2041,20.41,AVOID,No new SMMA crossover,VMM,27969,VMM-EQ,VMM,NSE
NSE:THOMASCOOK-EQ,107.27,107.26,47,107.39,299,304177,438854,743031,107.42,106.83,NONE,5,5.0,5.0,1.0,5,5,5,107.27,107.27,-0.7283,817817,0,0,0.3177,31.77,AVOID,No new SMMA crossover,THOMASCOOK,3481,THOMASCOOK-EQ,THOMASCOOK,NSE
NSE:TNPETRO-EQ,107.2,107.15,24,107.19,43,267880,583855,851735,107.69,102.89,NONE,1,1.0,1.0,1.0,1,1,1,107.2,107.2,-0.2836,4702356,0,0,0.3755,37.55,AVOID,No new SMMA crossover,TNPETRO,3509,TNPETRO-EQ,TNPETRO,NSE
NSE:TEXRAIL-EQ,107.17,107.1,226,107.19,199,222002,466307,688309,107.21,107.84,NONE,86,86.0,86.0,1.0,86,86,86,107.17,107.17,0.0635,433145,0,0,0.4938,49.38,AVOID,No new SMMA crossover,TEXRAIL,21828,TEXRAIL-EQ,TEXRAIL,NSE
NSE:MODEFENCE-EQ,104.99,104.99,219,105.05,127,847747,771173,1618920,105.02,105.33,NONE,12,12.0,12.0,1.0,12,12,12,104.99,104.99,0.2659,625567,0,0,0.4657,46.57,AVOID,No new SMMA crossover,MODEFENCE,24944,MODEFENCE-EQ,MODEFENCE,NSE
NSE:INA-EQ,104.85,104.8,20,104.85,1,81134,142211,223345,104.4,106.95,NONE,3,3.0,3.0,1.0,3,3,3,104.85,104.85,0.9048,452562,0,0,0.6937,69.37,ACCEPT,No new SMMA crossover,INA,761099,INA-EQ,INA,NSE
NSE:GMRAIRPORT-EQ,103.11,103.11,714,103.14,1288,1010432,827618,1838050,103.39,105.12,NONE,8,8.0,8.0,1.0,8,8,8,103.11,103.11,-0.2867,8773659,0,0,0.158,15.8,AVOID,No new SMMA crossover,GMRAIRPORT,13528,GMRAIRPORT-EQ,GMRAIRPORT,NSE
NSE:MARSONS-EQ,101.3,101.3,35,101.35,50,292415,171833,464248,101.68,103.79,NONE,6,6.0,6.0,1.0,6,6,6,101.3,101.3,-0.1765,680129,0,0,0.4202,42.02,AVOID,No new SMMA crossover,MARSONS,761386,MARSONS-EQ,MARSONS,NSE
NSE:MUNJALAU-EQ,100.71,100.71,5,100.94,4,84200,144406,228606,101.21,102.23,NONE,1,1.0,1.0,1.0,1,1,1,100.71,100.71,0.1111,94088,0,0,0.7672,76.72,ACCEPT,No new SMMA crossover,MUNJALAU,13511,MUNJALAU-EQ,MUNJALAU,NSE
NSE:COMMOIETF-EQ,100.54,100.41,19,100.59,5237,642121,510342,1152463,100.7,101.3,NONE,51,51.0,51.0,1.0,51,51,51,100.54,100.54,-0.9928,9065,0,0,0.3927,39.27,AVOID,No new SMMA crossover,COMMOIETF,13198,COMMOIETF-EQ,COMMOIETF,NSE
NSE:DIGITIDE-EQ,100.07,100.22,1,100.36,24,78569,107886,186455,100.43,101.86,NONE,35,35.0,35.0,1.0,35,35,35,100.07,100.07,-0.92,91393,0,0,0.6499,64.99,ACCEPT,No new SMMA crossover,DIGITIDE,757515,DIGITIDE-EQ,DIGITIDE,NSE
NSE:NAVKARCORP-EQ,99.28,99.02,85,99.13,200,92796,110750,203546,99.42,100.32,NONE,5,5.0,5.0,1.0,5,5,5,99.28,99.28,-0.4035,113809,0,0,0.3749,37.49,AVOID,No new SMMA crossover,NAVKARCORP,10557,NAVKARCORP-EQ,NAVKARCORP,NSE
NSE:VISAKAIND-EQ,98.8,98.73,135,98.92,3,97305,276592,373897,99.44,98.53,NONE,48,48.0,48.0,1.0,48,48,48,98.8,98.8,0.9565,373386,0,0,0.6758,67.58,ACCEPT,No new SMMA crossover,VISAKAIND,4221,VISAKAIND-EQ,VISAKAIND,NSE
NSE:ANDHRSUGAR-EQ,98.56,98.56,168,98.6,15,159712,190364,350076,98.45,96.82,NONE,25,25.0,25.0,1.0,25,25,25,98.56,98.56,0.8361,386608,0,0,0.6338,63.38,ACCEPT,No new SMMA crossover,ANDHRSUGAR,136,ANDHRSUGAR-EQ,ANDHRSUGAR,NSE
NSE:GROWWPSE-EQ,98.4,98.0,121,98.42,44925,120744,98276,219020,98.45,98.93,NONE,25,25.0,25.0,1.0,25,25,25,98.4,98.4,-0.9946,8091,0,0,0.2651,26.51,AVOID,No new SMMA crossover,GROWWPSE,760976,GROWWPSE-EQ,GROWWPSE,NSE
NSE:ESTER-EQ,97.95,97.85,22,98.06,1,105831,198621,304452,98.45,96.66,NONE,1,1.0,1.0,1.0,1,1,1,97.95,97.95,0.913,459658,0,0,0.7106,71.06,ACCEPT,No new SMMA crossover,ESTER,24265,ESTER-EQ,ESTER,NSE
NSE:PSUBNKBEES-EQ,97.76,97.75,1105,97.79,1000,995110,1622907,2618017,97.78,97.03,NONE,400,400.0,400.0,1.0,400,400,400,97.76,97.76,0.0499,2736947,0,0,0.2114,21.14,AVOID,No new SMMA crossover,PSUBNKBEES,15032,PSUBNKBEES-EQ,PSUBNKBEES,NSE
NSE:GMRP&UI-EQ,97.1,97.1,470,97.14,164,179036,316742,495778,96.09,96.35,NONE,11,11.0,11.0,1.0,11,11,11,97.1,97.1,0.4826,446904,0,0,0.4547,45.47,AVOID,No new SMMA crossover,GMRP&UI,8529,GMRP&UI-EQ,GMRP&UI,NSE
NSE:INFRAIETF-EQ,95.99,95.93,100,95.99,291,943025,795053,1738078,96.1,96.85,NONE,3,3.0,3.0,1.0,3,3,3,95.99,95.99,-0.4885,38229,0,0,0.2173,21.73,AVOID,No new SMMA crossover,INFRAIETF,10723,INFRAIETF-EQ,INFRAIETF,NSE
NSE:GROWWDEFNC-EQ,95.6,95.6,3,95.69,390,411905,292938,704843,95.64,95.95,NONE,45,45.0,45.0,1.0,45,45,45,95.6,95.6,-0.9847,64147,0,0,0.4171,41.71,AVOID,No new SMMA crossover,GROWWDEFNC,25758,GROWWDEFNC-EQ,GROWWDEFNC,NSE
NSE:NITCO-EQ,94.8,94.76,1,94.86,260,72030,170569,242599,95.57,98.09,NONE,1239,1239.0,1239.0,1.0,1239,1239,1239,94.8,94.8,-0.9923,322863,0,0,0.6308,63.08,ACCEPT,No new SMMA crossover,NITCO,13300,NITCO-EQ,NITCO,NSE
NSE:SBFC-EQ,94.03,94.03,21,94.08,2269,150856,334455,485311,93.96,93.76,NONE,4,4.0,4.0,1.0,4,4,4,94.03,94.03,-0.9817,581659,0,0,0.1377,13.77,AVOID,No new SMMA crossover,SBFC,18026,SBFC-EQ,SBFC,NSE
NSE:NIITLTD-EQ,94.0,93.74,70,93.89,7,95162,191309,286471,94.07,95.48,NONE,1954,1954.0,1954.0,1.0,1954,1954,1954,94.0,94.0,0.8182,110182,0,0,0.6666,66.66,ACCEPT,No new SMMA crossover,NIITLTD,11522,NIITLTD-EQ,NIITLTD,NSE
NSE:UGROCAP-EQ,93.75,93.75,191,93.86,24,82826,117939,200765,94.42,95.29,NONE,325,325.0,325.0,1.0,325,325,325,93.75,93.75,0.7767,108593,0,0,0.6774,67.74,ACCEPT,No new SMMA crossover,UGROCAP,5313,UGROCAP-EQ,UGROCAP,NSE
NSE:CPSEETF-EQ,93.52,93.47,60,93.52,1850,963678,1113630,2077308,93.55,93.86,NONE,100,100.0,100.0,1.0,100,100,100,93.52,93.52,-0.9372,756616,0,0,0.3576,35.76,AVOID,No new SMMA crossover,CPSEETF,2328,CPSEETF-EQ,CPSEETF,NSE
NSE:VIDYAWIRES-EQ,92.81,0.0,0,92.81,1070128,0,1437298,1437298,93.38,95.43,NONE,1,1.0,1.0,1.0,1,1,1,92.81,92.81,-1.0,1111624,0,0,0.8468,84.68,ACCEPT,No new SMMA crossover,VIDYAWIRES,760224,VIDYAWIRES-EQ,VIDYAWIRES,NSE
NSE:NTPCGREEN-EQ,92.37,92.37,320,92.4,2118,577911,1140655,1718566,92.19,91.94,NONE,190,190.0,190.0,1.0,190,190,190,92.37,92.37,-0.7375,1071057,0,0,0.2365,23.65,AVOID,No new SMMA crossover,NTPCGREEN,27176,NTPCGREEN-EQ,NTPCGREEN,NSE
NSE:NBCC-EQ,91.88,91.88,468,91.9,102,1450807,1641443,3092250,92.03,93.86,NONE,1,1.0,1.0,1.0,1,1,1,91.88,91.88,0.6421,7158432,0,0,0.3084,30.84,AVOID,No new SMMA crossover,NBCC,31415,NBCC-EQ,NBCC,NSE
NSE:LLOYDSENGG-EQ,91.64,91.6,544,91.65,366,936846,2215583,3152429,92.01,93.62,NONE,55,55.0,55.0,1.0,55,55,55,91.64,91.64,0.1956,5475443,0,0,0.1919,19.19,AVOID,No new SMMA crossover,LLOYDSENGG,17801,LLOYDSENGG-EQ,LLOYDSENGG,NSE
NSE:ABLBL-EQ,91.4,91.39,14,91.49,195,136898,184305,321203,91.38,92.14,NONE,117,117.0,117.0,1.0,117,117,117,91.4,91.4,-0.866,188555,0,0,0.5596,55.96,ACCEPT,No new SMMA crossover,ABLBL,756843,ABLBL-EQ,ABLBL,NSE
NSE:ZEEL-EQ,91.12,91.09,1794,91.14,842,1546518,3150668,4697186,91.27,92.94,NONE,88,88.0,88.0,1.0,88,88,88,91.12,91.12,0.3612,7611590,0,0,0.1619,16.19,AVOID,No new SMMA crossover,ZEEL,3812,ZEEL-EQ,ZEEL,NSE
NSE:GRMOVER-EQ,90.85,90.85,10,90.87,1900,1020663,355121,1375784,91.52,91.43,NONE,1,1.0,1.0,1.0,1,1,1,90.85,90.85,-0.9895,835507,0,0,0.1571,15.71,AVOID,No new SMMA crossover,GRMOVER,10871,GRMOVER-EQ,GRMOVER,NSE
NSE:BALAJITELE-EQ,90.53,90.55,5,90.7,372,49296,119469,168765,90.84,89.88,NONE,154,154.0,154.0,1.0,154,154,154,90.53,90.53,-0.9735,93910,0,0,0.4012,40.12,AVOID,No new SMMA crossover,BALAJITELE,9158,BALAJITELE-EQ,BALAJITELE,NSE
NSE:PDMJEPAPER-EQ,90.25,90.32,31,90.48,19,116736,98179,214915,90.95,94.67,NONE,1,1.0,1.0,1.0,1,1,1,90.25,90.25,0.24,183753,0,0,0.6097,60.97,ACCEPT,No new SMMA crossover,PDMJEPAPER,15377,PDMJEPAPER-EQ,PDMJEPAPER,NSE
NSE:PSUBNKIETF-EQ,88.75,88.75,50,88.84,37,754018,768182,1522200,88.81,88.11,NONE,30,30.0,30.0,1.0,30,30,30,88.75,88.75,0.1494,189643,0,0,0.6402,64.02,ACCEPT,No new SMMA crossover,PSUBNKIETF,14584,PSUBNKIETF-EQ,PSUBNKIETF,NSE
NSE:HDFCPSUBK-EQ,88.55,88.55,297,88.63,195,686027,776711,1462738,88.58,87.88,NONE,54,54.0,54.0,1.0,54,54,54,88.55,88.55,0.2073,223386,0,0,0.4846,48.46,AVOID,No new SMMA crossover,HDFCPSUBK,22595,HDFCPSUBK-EQ,HDFCPSUBK,NSE
NSE:PSUBANKADD-EQ,88.5,88.5,856,88.59,100,727969,478391,1206360,88.55,87.86,NONE,230,230.0,230.0,1.0,230,230,230,88.5,88.5,0.7908,35939,0,0,0.5042,50.42,ACCEPT,No new SMMA crossover,PSUBANKADD,17616,PSUBANKADD-EQ,PSUBANKADD,NSE
NSE:BANKPSU-EQ,88.44,88.27,26,88.45,30,181029,168219,349248,88.42,87.7,NONE,1,1.0,1.0,1.0,1,1,1,88.44,88.44,-0.0714,7956,0,0,0.5676,56.76,ACCEPT,No new SMMA crossover,BANKPSU,25725,BANKPSU-EQ,BANKPSU,NSE
NSE:MOREALTY-EQ,88.21,88.18,502,88.21,16046,738767,446079,1184846,88.49,89.39,NONE,50,50.0,50.0,1.0,50,50,50,88.21,88.21,-0.9393,358957,0,0,0.2906,29.06,AVOID,No new SMMA crossover,MOREALTY,23184,MOREALTY-EQ,MOREALTY,NSE
NSE:GROWWPSUBK-EQ,88.12,88.0,1,88.12,2442,156882,91810,248692,87.92,87.19,NONE,40,40.0,40.0,1.0,40,40,40,88.12,88.12,-0.9992,5987,0,0,0.4689,46.89,AVOID,No new SMMA crossover,GROWWPSUBK,761514,GROWWPSUBK-EQ,GROWWPSUBK,NSE
NSE:HDFCSENSEX-EQ,88.0,88.0,16863,88.02,1250,443896,431133,875029,88.21,88.72,NONE,214,214.0,214.0,1.0,214,214,214,88.0,88.0,0.862,28397,0,0,0.1717,17.17,AVOID,No new SMMA crossover,HDFCSENSEX,11593,HDFCSENSEX-EQ,HDFCSENSEX,NSE
NSE:PSUBANK-EQ,87.71,87.62,30,87.73,68,687564,770745,1458309,87.7,87.04,NONE,10,10.0,10.0,1.0,10,10,10,87.71,87.71,-0.3878,126102,0,0,0.5531,55.31,ACCEPT,No new SMMA crossover,PSUBANK,15061,PSUBANK-EQ,PSUBANK,NSE
NSE:UNIECOM-EQ,87.4,87.68,34,87.78,204,110745,221092,331837,85.99,84.95,NONE,27,27.0,27.0,1.0,27,27,27,87.4,87.4,-0.7143,463794,0,0,0.5063,50.63,ACCEPT,No new SMMA crossover,UNIECOM,24809,UNIECOM-EQ,UNIECOM,NSE
NSE:SINGERIND-EQ,86.14,86.15,160,86.39,226,36840,134631,171471,82.9,74.44,NONE,87,87.0,87.0,1.0,87,87,87,86.14,86.14,-0.171,1137483,0,0,0.2611,26.11,AVOID,No new SMMA crossover,SINGERIND,761420,SINGERIND-EQ,SINGERIND,NSE
NSE:INDOTHAI-EQ,85.4,0.0,0,85.4,4777458,0,5902043,5902043,85.96,94.7,NONE,5,5.0,5.0,1.0,5,5,5,85.4,85.4,-1.0,56060,0,0,0.767,76.7,ACCEPT,No new SMMA crossover,INDOTHAI,25608,INDOTHAI-EQ,INDOTHAI,NSE
